label,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,kp_34,kp_35,kp_36,kp_37,kp_38,kp_39,kp_40,kp_41,kp_42,kp_43,kp_44,kp_45,kp_46,kp_47,kp_48,kp_49,kp_50,kp_51,kp_52,kp_53,kp_54,kp_55,kp_56,kp_57,kp_58,kp_59,kp_60,kp_61,kp_62
por favor,0.433463,0.69086,-0.0,0.441615,0.635395,0.00192,0.419654,0.588226,0.002182,0.39152,0.564182,0.000821,0.378343,0.543195,-0.000562,0.390497,0.562616,0.004149,0.356306,0.560648,-0.001914,0.360879,0.58251,-0.00725,0.375126,0.595172,-0.010445,0.371259,0.589881,-7.4e-05,0.34323,0.593847,-0.002325,0.352003,0.611995,-0.002916,0.368059,0.621294,-0.004054,0.357889,0.623303,-0.004668,0.338181,0.626438,-0.009918,0.34937,0.640227,-0.008004,0.364994,0.646788,-0.006479,0.35027,0.657433,-0.009021,0.340324,0.659813,-0.013303,0.350832,0.672296,-0.009657,0.363025,0.678693,-0.00567
por favor,0.503731,0.767894,-0.0,0.497802,0.703256,0.004353,0.462548,0.658451,0.006334,0.42505,0.63503,0.00666,0.401687,0.613871,0.007309,0.431077,0.648067,0.00534,0.389791,0.64327,0.000247,0.399425,0.66186,-0.004097,0.416019,0.66959,-0.006315,0.415763,0.681364,0.001149,0.379932,0.676516,0.00054,0.391248,0.690974,0.001965,0.407879,0.69737,0.002203,0.40583,0.718073,-0.003211,0.378966,0.715788,-0.005178,0.392682,0.725778,-0.001227,0.409094,0.730207,0.00094,0.402251,0.754294,-0.007177,0.387511,0.750501,-0.008126,0.401451,0.759773,-0.003126,0.415342,0.76384,0.001233
por favor,0.530006,0.7722,-0.0,0.517941,0.706511,0.006234,0.481138,0.663719,0.008433,0.444197,0.639354,0.008532,0.419366,0.620706,0.008775,0.451704,0.65244,0.00824,0.408638,0.651861,0.003922,0.41921,0.670397,-0.000733,0.435758,0.675801,-0.003336,0.438436,0.687501,0.003217,0.400838,0.686248,0.00398,0.412353,0.699866,0.005499,0.428629,0.704392,0.005276,0.429754,0.725569,-0.001867,0.400794,0.725235,-0.002331,0.4143,0.734454,0.00218,0.430477,0.738175,0.004261,0.426799,0.762502,-0.006509,0.408778,0.757729,-0.005872,0.422328,0.766924,0.000263,0.436226,0.771371,0.005151
por favor,0.541641,0.763544,-0.0,0.529455,0.703189,0.00516,0.491897,0.659858,0.00735,0.454729,0.63689,0.007511,0.430274,0.618019,0.007836,0.46471,0.645206,0.006435,0.420186,0.647079,0.001233,0.429289,0.66731,-0.003158,0.444856,0.673202,-0.005576,0.452132,0.678478,0.001287,0.412109,0.681447,0.000411,0.424309,0.696843,0.002004,0.441075,0.700776,0.002181,0.443839,0.715635,-0.004107,0.412196,0.720517,-0.006803,0.426831,0.732118,-0.002586,0.443621,0.73469,-0.000235,0.440362,0.752679,-0.009083,0.42177,0.752033,-0.010582,0.435764,0.76237,-0.00555,0.449849,0.765444,-0.001214
por favor,0.543208,0.761124,-0.0,0.530496,0.699765,0.006792,0.49433,0.658125,0.009393,0.457948,0.636375,0.009369,0.434578,0.617996,0.00926,0.466266,0.643221,0.008264,0.422243,0.642775,0.00348,0.429355,0.663593,-0.000774,0.44398,0.670127,-0.003102,0.454052,0.676231,0.002407,0.414252,0.679226,0.001909,0.424577,0.694962,0.003304,0.441004,0.698681,0.003271,0.446337,0.713537,-0.003539,0.413994,0.719216,-0.005386,0.426967,0.731011,-0.00102,0.4437,0.733564,0.00127,0.443186,0.751041,-0.008992,0.422227,0.751375,-0.009178,0.435123,0.760863,-0.00353,0.44967,0.763432,0.001075
por favor,0.544337,0.756204,-0.0,0.533085,0.696189,0.006448,0.496638,0.654406,0.009058,0.459491,0.631283,0.009443,0.436045,0.612149,0.009943,0.468959,0.639036,0.007929,0.425298,0.640232,0.00327,0.434667,0.659837,-0.000906,0.450216,0.665875,-0.003066,0.456093,0.672697,0.002696,0.417366,0.676176,0.002493,0.429204,0.690473,0.004247,0.445748,0.693999,0.004575,0.447376,0.709946,-0.002679,0.416878,0.715159,-0.004219,0.430765,0.725326,0.000108,0.446887,0.727277,0.002428,0.443671,0.746944,-0.007584,0.425129,0.746493,-0.00771,0.438973,0.756084,-0.002342,0.452939,0.758449,0.002127
por favor,0.544806,0.755363,-0.0,0.535701,0.694077,0.006936,0.499647,0.651208,0.010174,0.462562,0.628698,0.011025,0.439695,0.609415,0.011784,0.469994,0.635936,0.008125,0.426838,0.634887,0.00411,0.434787,0.654998,0.00053,0.450043,0.662051,-0.001379,0.45689,0.669107,0.002642,0.418338,0.671104,0.003006,0.429379,0.686588,0.004873,0.446026,0.691195,0.005067,0.448842,0.706249,-0.002841,0.418366,0.709965,-0.004367,0.432099,0.721692,-0.000235,0.448446,0.725184,0.001854,0.445896,0.743605,-0.007734,0.427455,0.742181,-0.008096,0.440911,0.752035,-0.002849,0.455037,0.755456,0.001478
por favor,0.539789,0.743217,-0.0,0.531944,0.681985,0.006225,0.497695,0.639284,0.008974,0.462366,0.617025,0.009473,0.440323,0.599129,0.009915,0.469729,0.62361,0.007875,0.426807,0.621279,0.003945,0.434109,0.641531,0.000181,0.448817,0.649226,-0.001841,0.4559,0.655587,0.002884,0.418755,0.658678,0.003639,0.428966,0.673657,0.005184,0.44495,0.677718,0.004949,0.446293,0.691936,-0.002162,0.417128,0.697223,-0.002528,0.42927,0.707932,0.001431,0.444962,0.710691,0.003079,0.441174,0.728285,-0.006771,0.421982,0.729006,-0.005791,0.434151,0.737993,-0.000347,0.447716,0.740603,0.003883
por favor,0.529746,0.734935,-0.0,0.525306,0.674682,0.005535,0.492698,0.630742,0.007872,0.458048,0.608851,0.008224,0.437992,0.589632,0.008668,0.465709,0.616439,0.004329,0.424211,0.612443,-0.000579,0.430359,0.633124,-0.004035,0.445012,0.642728,-0.005666,0.450946,0.647712,-0.000566,0.414959,0.649671,-0.001509,0.424958,0.665307,0.00039,0.441796,0.670098,0.000957,0.440633,0.682935,-0.00545,0.414806,0.688127,-0.007166,0.426733,0.699604,-0.003274,0.442394,0.702789,-0.001256,0.435159,0.718547,-0.009919,0.421328,0.720647,-0.010073,0.433951,0.730581,-0.005468,0.44739,0.733454,-0.001602
por favor,0.526382,0.734884,-0.0,0.522101,0.676222,0.005368,0.490845,0.631052,0.007183,0.456497,0.607468,0.007121,0.434912,0.588819,0.006867,0.462278,0.614604,0.003204,0.421297,0.612189,-0.001287,0.427464,0.632411,-0.004799,0.441777,0.641856,-0.006678,0.447314,0.646773,-0.001754,0.412613,0.650481,-0.001701,0.422423,0.665343,-1.7e-05,0.438592,0.670247,-0.000212,0.436906,0.683059,-0.006563,0.411982,0.687902,-0.00784,0.424083,0.698622,-0.004322,0.43934,0.701998,-0.003019,0.430937,0.719175,-0.01091,0.417511,0.719449,-0.011134,0.430244,0.729678,-0.006584,0.443305,0.73304,-0.002997
por favor,0.526163,0.733247,-0.0,0.521822,0.674291,0.005505,0.48968,0.630239,0.007817,0.455334,0.608338,0.008108,0.435368,0.588578,0.008408,0.462223,0.615658,0.004189,0.421021,0.613726,-0.001195,0.428247,0.633256,-0.005054,0.443347,0.642213,-0.006868,0.44768,0.647636,-0.000766,0.413011,0.651254,-0.001914,0.423595,0.665807,-0.000419,0.44026,0.670277,-0.000196,0.438015,0.683531,-0.005742,0.413044,0.688923,-0.008102,0.425231,0.699773,-0.004668,0.440736,0.70285,-0.002862,0.433119,0.719419,-0.010264,0.420133,0.721319,-0.011224,0.432769,0.731231,-0.007039,0.445977,0.734257,-0.003351
por favor,0.431037,0.695076,-0.0,0.441224,0.638311,0.005422,0.422274,0.588556,0.008124,0.398361,0.558802,0.009032,0.386875,0.534936,0.009887,0.39314,0.561895,0.005092,0.365994,0.553366,0.003877,0.370822,0.574921,0.001612,0.383631,0.589843,-0.000111,0.371837,0.587617,0.000753,0.352283,0.586439,0.004252,0.359801,0.6038,0.005873,0.373061,0.616419,0.004961,0.356689,0.620751,-0.003133,0.344884,0.622793,-0.001877,0.354419,0.635397,0.000608,0.367118,0.644944,0.000612,0.346427,0.654398,-0.006602,0.34278,0.655605,-0.005776,0.352121,0.666856,-0.001658,0.362223,0.674399,0.001408
por favor,0.430993,0.706242,-0.0,0.442534,0.647158,0.008337,0.422822,0.59794,0.012887,0.397141,0.567521,0.015182,0.385764,0.543306,0.017352,0.391209,0.571596,0.009509,0.364851,0.560727,0.010204,0.370714,0.580681,0.009206,0.383427,0.595376,0.008354,0.369624,0.597732,0.004816,0.35114,0.595337,0.01042,0.359934,0.611382,0.012855,0.372836,0.622676,0.012299,0.35497,0.63143,0.000776,0.344425,0.631384,0.003893,0.354781,0.643248,0.00653,0.366661,0.652826,0.006445,0.345492,0.665731,-0.002557,0.342723,0.664803,0.000187,0.352668,0.675331,0.004838,0.362366,0.68329,0.008087
por favor,0.43219,0.71454,-0.0,0.44296,0.655435,0.007074,0.42194,0.605266,0.01098,0.396495,0.574937,0.012915,0.384102,0.551233,0.014828,0.392705,0.580571,0.007045,0.363228,0.570123,0.006339,0.368736,0.590708,0.004789,0.382181,0.605628,0.003842,0.371266,0.607822,0.002639,0.34931,0.604945,0.00708,0.357956,0.621726,0.00965,0.371754,0.633406,0.009509,0.356275,0.641729,-0.001245,0.342777,0.641849,0.001194,0.353555,0.653795,0.004197,0.366521,0.66292,0.004528,0.346476,0.676469,-0.004566,0.342442,0.675802,-0.0023,0.352618,0.686361,0.002399,0.36281,0.693952,0.005783
por favor,0.434434,0.723561,-0.0,0.443762,0.663468,0.00647,0.422283,0.612111,0.010107,0.396798,0.582472,0.011906,0.382047,0.559364,0.013786,0.389841,0.593044,0.00615,0.362338,0.583167,0.004861,0.369775,0.601769,0.002631,0.383479,0.614349,0.001247,0.369311,0.621495,0.001877,0.349999,0.6156,0.005834,0.35947,0.630507,0.007973,0.372127,0.641661,0.007568,0.355661,0.655974,-0.001945,0.344296,0.651671,5.4e-05,0.355119,0.661676,0.002858,0.366964,0.670901,0.003105,0.34737,0.69023,-0.005212,0.345179,0.685112,-0.003398,0.355715,0.694415,0.00109,0.364925,0.702475,0.00436
por favor,0.440424,0.730512,-0.0,0.447688,0.671054,0.007732,0.423769,0.619926,0.012031,0.396703,0.589228,0.014524,0.381675,0.566123,0.017156,0.392118,0.599871,0.006038,0.362843,0.589911,0.00557,0.371172,0.609089,0.004167,0.385705,0.62216,0.003372,0.372128,0.629724,0.001676,0.350574,0.624601,0.006771,0.360615,0.639607,0.009876,0.37413,0.650241,0.009916,0.359151,0.665218,-0.001982,0.345777,0.661527,0.001322,0.357096,0.671399,0.004671,0.369661,0.679896,0.004908,0.351325,0.700325,-0.004971,0.34776,0.695793,-0.002005,0.359057,0.704608,0.002777,0.369237,0.71162,0.005993
por favor,0.478563,0.771501,-0.0,0.479089,0.704332,0.006424,0.450542,0.654317,0.009215,0.418856,0.624745,0.009994,0.399812,0.601093,0.011005,0.420186,0.640644,0.006544,0.383955,0.628007,0.003798,0.392368,0.646474,0.00072,0.407298,0.657391,-0.00092,0.402236,0.673213,0.001982,0.372952,0.663158,0.005496,0.383408,0.677652,0.008222,0.398116,0.686811,0.008235,0.390474,0.709945,-0.002327,0.370904,0.702432,-0.000278,0.382951,0.712285,0.003777,0.396936,0.720228,0.004761,0.38487,0.746142,-0.006142,0.377424,0.73883,-0.003978,0.389171,0.74773,0.001552,0.400427,0.754843,0.005556
por favor,0.527427,0.771107,-0.0,0.521724,0.707774,0.008877,0.490915,0.662943,0.012591,0.458902,0.635136,0.013613,0.43945,0.611935,0.014637,0.462064,0.647044,0.009588,0.425378,0.638379,0.007441,0.432574,0.657182,0.004514,0.446934,0.66771,0.002942,0.445875,0.679186,0.00384,0.415301,0.671859,0.007625,0.424691,0.685802,0.010301,0.439157,0.693857,0.010419,0.435274,0.716041,-0.001585,0.414868,0.712657,0.000998,0.427127,0.723166,0.005021,0.441411,0.729542,0.005854,0.430368,0.753009,-0.006417,0.422074,0.74953,-0.003846,0.434489,0.759251,0.001348,0.446309,0.764702,0.00494
por favor,0.525047,0.72456,-0.0,0.527179,0.661814,0.013451,0.500606,0.614669,0.021063,0.471864,0.585105,0.025365,0.457558,0.563343,0.029406,0.472505,0.594513,0.021262,0.440253,0.581951,0.027746,0.445697,0.599921,0.029277,0.458298,0.611987,0.029915,0.453447,0.624285,0.016035,0.427124,0.617682,0.029402,0.435819,0.632291,0.03414,0.448943,0.640847,0.034345,0.441092,0.659936,0.011621,0.423077,0.65462,0.022791,0.433828,0.663609,0.026379,0.446452,0.671203,0.025359,0.434167,0.696317,0.008155,0.426648,0.691006,0.018577,0.43737,0.698101,0.025586,0.447912,0.704996,0.029234
por favor,0.48036,0.686418,-0.0,0.488657,0.629172,0.008503,0.46974,0.580765,0.013161,0.445575,0.550497,0.015202,0.430708,0.529191,0.016982,0.442395,0.555206,0.013424,0.412982,0.543956,0.014597,0.415331,0.56403,0.013018,0.426316,0.578502,0.011852,0.421236,0.579316,0.00841,0.398013,0.576041,0.014334,0.404435,0.592261,0.016002,0.417529,0.603074,0.015167,0.405901,0.61039,0.003766,0.390416,0.609539,0.007295,0.399251,0.621705,0.009204,0.411615,0.630387,0.008731,0.395375,0.642345,-0.000266,0.389241,0.640408,0.003034,0.398203,0.651677,0.007538,0.408483,0.658855,0.01063
por favor,0.51281,0.746849,-0.0,0.513064,0.680117,0.009493,0.486602,0.631682,0.013764,0.458175,0.600289,0.01551,0.439915,0.578506,0.017204,0.455776,0.617135,0.011258,0.421775,0.603901,0.012581,0.429626,0.622305,0.011252,0.444191,0.634696,0.010395,0.437144,0.64833,0.006465,0.410269,0.639123,0.013508,0.420431,0.653202,0.016203,0.434703,0.66324,0.015505,0.424661,0.684364,0.002476,0.405965,0.6761,0.008668,0.417541,0.684792,0.012595,0.4312,0.694021,0.012461,0.417711,0.719841,-0.000824,0.408755,0.710818,0.005445,0.420344,0.717514,0.012092,0.431921,0.724646,0.016084
si,0.725497,0.601402,-0.0,0.679047,0.571965,-0.013065,0.6433,0.516715,-0.019788,0.635226,0.468196,-0.027168,0.648358,0.458049,-0.02962,0.678099,0.449473,-0.000629,0.664983,0.421488,-0.022871,0.664266,0.472665,-0.032614,0.674133,0.482292,-0.037829,0.707138,0.44953,-0.003786,0.691723,0.42319,-0.027109,0.686994,0.483299,-0.025445,0.696733,0.488834,-0.018745,0.734588,0.457743,-0.011896,0.716661,0.444901,-0.033655,0.708867,0.501097,-0.021524,0.719878,0.505499,-0.008329,0.761881,0.474701,-0.022158,0.740331,0.470747,-0.032218,0.732157,0.509084,-0.024539,0.742759,0.513402,-0.016447
si,0.727086,0.608615,-0.0,0.680432,0.57659,-0.015122,0.642842,0.517897,-0.021568,0.633243,0.465799,-0.028254,0.648605,0.458527,-0.029944,0.678218,0.449263,0.00139,0.665941,0.427527,-0.018841,0.664335,0.47717,-0.026972,0.674346,0.485536,-0.031371,0.708278,0.448664,-0.00095,0.693193,0.431787,-0.023378,0.687486,0.488955,-0.021392,0.697049,0.493903,-0.014423,0.736255,0.457966,-0.008599,0.719226,0.45475,-0.030129,0.709864,0.507402,-0.018854,0.719208,0.509549,-0.006162,0.763914,0.476507,-0.018672,0.74405,0.479288,-0.027961,0.733929,0.516629,-0.020741,0.742059,0.519468,-0.013115
si,0.728723,0.614926,-0.0,0.681757,0.585165,-0.018016,0.644952,0.523439,-0.025227,0.633508,0.472076,-0.03156,0.646356,0.465074,-0.03247,0.680898,0.450907,-0.00229,0.669941,0.442602,-0.021454,0.668681,0.491939,-0.029468,0.6759,0.493736,-0.034397,0.711626,0.448974,-0.003021,0.698716,0.450974,-0.023783,0.694098,0.505928,-0.022198,0.700583,0.50264,-0.016629,0.739201,0.460314,-0.008891,0.725232,0.472849,-0.028387,0.716594,0.522072,-0.017732,0.722782,0.516413,-0.006846,0.765285,0.479835,-0.0175,0.747523,0.497515,-0.025628,0.739278,0.531249,-0.019622,0.74653,0.526357,-0.013695
si,0.727909,0.621814,-0.0,0.680361,0.591353,-0.021705,0.645509,0.528609,-0.030886,0.633692,0.478497,-0.038135,0.648212,0.473179,-0.039871,0.685928,0.448956,-0.007969,0.669971,0.458023,-0.026646,0.670774,0.505392,-0.035266,0.677686,0.504984,-0.041166,0.717575,0.446775,-0.007243,0.697625,0.474098,-0.025677,0.695108,0.523421,-0.024979,0.702263,0.515169,-0.021458,0.744945,0.463956,-0.011416,0.725672,0.493033,-0.029026,0.717981,0.536589,-0.01927,0.724321,0.528337,-0.010183,0.769539,0.489648,-0.018803,0.750434,0.5166,-0.027882,0.742327,0.545833,-0.023365,0.74893,0.539465,-0.018581
si,0.730328,0.619544,-0.0,0.684754,0.594548,-0.024059,0.649423,0.540435,-0.036698,0.63523,0.496435,-0.046772,0.648768,0.489879,-0.051602,0.68968,0.450681,-0.014721,0.675253,0.474514,-0.03574,0.674832,0.516185,-0.044769,0.680559,0.515302,-0.050008,0.722018,0.452001,-0.01383,0.703632,0.490013,-0.034732,0.698183,0.534499,-0.035158,0.704363,0.526058,-0.03178,0.75003,0.471174,-0.017531,0.732216,0.5132,-0.038603,0.722735,0.551628,-0.030475,0.728021,0.541192,-0.021369,0.774762,0.498397,-0.024278,0.757744,0.531514,-0.035225,0.749225,0.55929,-0.030404,0.754014,0.552675,-0.024582
si,0.746256,0.610512,-0.0,0.700189,0.601069,-0.025773,0.663216,0.575361,-0.041953,0.643269,0.558662,-0.054378,0.639286,0.542641,-0.062676,0.688151,0.492579,-0.031752,0.670448,0.564755,-0.053972,0.67673,0.593961,-0.065558,0.685743,0.581621,-0.07276,0.721362,0.497958,-0.029652,0.700328,0.577546,-0.049044,0.701458,0.604172,-0.050513,0.707853,0.585513,-0.050605,0.750588,0.517243,-0.03074,0.729801,0.590092,-0.050034,0.727237,0.612616,-0.043354,0.731594,0.597522,-0.037038,0.774423,0.541877,-0.034794,0.758611,0.59653,-0.047605,0.75003,0.614825,-0.045032,0.749163,0.6054,-0.041242
si,0.740336,0.615888,-0.0,0.692524,0.588723,-0.018692,0.660636,0.54631,-0.030635,0.646628,0.515598,-0.040158,0.644558,0.492435,-0.045143,0.693356,0.452119,-0.015789,0.675059,0.495643,-0.035097,0.677922,0.528054,-0.046651,0.687676,0.517758,-0.054454,0.723351,0.455616,-0.017021,0.702834,0.506092,-0.034417,0.700995,0.536445,-0.036989,0.707462,0.524685,-0.037252,0.750551,0.474394,-0.02156,0.729853,0.525434,-0.037524,0.724977,0.553387,-0.030704,0.730772,0.539385,-0.025034,0.774462,0.500579,-0.028831,0.754635,0.542267,-0.03794,0.748935,0.564377,-0.03404,0.75431,0.555159,-0.029958
si,0.726836,0.595697,-0.0,0.681532,0.557655,-0.01233,0.6487,0.506071,-0.020258,0.639158,0.458557,-0.029522,0.65256,0.446424,-0.034464,0.687798,0.450604,0.000445,0.675181,0.419768,-0.021668,0.672538,0.465559,-0.030699,0.681769,0.480144,-0.034416,0.714798,0.452971,-0.002942,0.698738,0.4248,-0.026753,0.692213,0.479238,-0.025788,0.70255,0.488896,-0.019077,0.740131,0.462014,-0.011175,0.720523,0.446471,-0.033158,0.711412,0.496647,-0.02221,0.722406,0.503893,-0.009141,0.764613,0.480364,-0.021407,0.743175,0.471184,-0.030386,0.733009,0.50501,-0.022423,0.741664,0.512682,-0.013856
si,0.720183,0.604371,-0.0,0.675341,0.578941,-0.019999,0.644613,0.534301,-0.031952,0.630697,0.500269,-0.04189,0.627024,0.479022,-0.04737,0.678828,0.441985,-0.013158,0.658807,0.471996,-0.033889,0.658827,0.510282,-0.046284,0.666404,0.50915,-0.053998,0.709112,0.442968,-0.01389,0.685363,0.485485,-0.032042,0.681265,0.523905,-0.034741,0.688415,0.516491,-0.034419,0.735773,0.461408,-0.018524,0.713082,0.504794,-0.035484,0.705541,0.539389,-0.028218,0.712174,0.530236,-0.021504,0.759261,0.487675,-0.026018,0.73862,0.522094,-0.034832,0.731588,0.547544,-0.029759,0.738259,0.541663,-0.024474
si,0.731505,0.616063,-0.0,0.688006,0.611212,-0.025707,0.648124,0.590532,-0.042051,0.625896,0.577699,-0.054158,0.622561,0.565676,-0.062029,0.665049,0.511691,-0.035568,0.64575,0.587129,-0.058723,0.65753,0.615391,-0.071127,0.668799,0.603224,-0.078864,0.699076,0.514315,-0.032988,0.676178,0.600348,-0.052081,0.683424,0.622716,-0.053491,0.691634,0.602602,-0.053744,0.729494,0.531382,-0.03312,0.707656,0.611964,-0.051325,0.710822,0.628504,-0.043576,0.717159,0.610511,-0.036738,0.75417,0.554217,-0.036209,0.736301,0.616271,-0.049602,0.734811,0.627723,-0.047201,0.738782,0.610679,-0.043125
si,0.684911,0.607069,-0.0,0.648444,0.580537,-0.02308,0.612927,0.530077,-0.035507,0.59894,0.484553,-0.045579,0.618672,0.465986,-0.050037,0.642231,0.456593,-0.013169,0.635528,0.448754,-0.033487,0.635239,0.492727,-0.041279,0.640336,0.49498,-0.04592,0.672116,0.453719,-0.010342,0.662065,0.450574,-0.031406,0.657104,0.504892,-0.030385,0.660837,0.502357,-0.025862,0.699874,0.463445,-0.012178,0.688691,0.47215,-0.032553,0.680406,0.519211,-0.022977,0.684356,0.51564,-0.013029,0.724857,0.481521,-0.016648,0.710587,0.493061,-0.027503,0.702893,0.524795,-0.022936,0.708434,0.522476,-0.017696
si,0.682954,0.608038,-0.0,0.646735,0.582149,-0.025237,0.612096,0.531844,-0.039906,0.598957,0.486344,-0.051791,0.619814,0.469218,-0.057943,0.644182,0.451729,-0.016397,0.635995,0.4516,-0.03782,0.63493,0.494216,-0.046261,0.640826,0.494389,-0.051259,0.674006,0.449203,-0.012971,0.662352,0.45837,-0.034018,0.655987,0.51003,-0.033222,0.660861,0.502436,-0.029277,0.700906,0.46035,-0.014332,0.689016,0.478846,-0.034724,0.679567,0.522955,-0.025573,0.684012,0.515764,-0.01635,0.72532,0.479834,-0.018604,0.710711,0.499131,-0.029763,0.702367,0.529645,-0.025919,0.708159,0.524945,-0.021299
si,0.682797,0.6084,-0.0,0.648435,0.587053,-0.025134,0.614084,0.53866,-0.039268,0.602484,0.495166,-0.050471,0.623451,0.483057,-0.056226,0.645953,0.450443,-0.016451,0.638761,0.464623,-0.036606,0.637369,0.50565,-0.045282,0.639692,0.502474,-0.050739,0.675053,0.446541,-0.01345,0.66568,0.47702,-0.032916,0.660307,0.522517,-0.03368,0.661424,0.510821,-0.031488,0.701271,0.459609,-0.014866,0.692104,0.493646,-0.033941,0.684059,0.532196,-0.026809,0.684445,0.521305,-0.019543,0.724813,0.480897,-0.019254,0.714473,0.510057,-0.030457,0.707315,0.53837,-0.027652,0.709129,0.531628,-0.023681
si,0.682384,0.614603,-0.0,0.64886,0.593692,-0.02394,0.61747,0.555321,-0.039533,0.606832,0.520911,-0.052135,0.627071,0.512638,-0.059573,0.65194,0.457423,-0.020961,0.645688,0.480776,-0.040207,0.64318,0.517852,-0.048363,0.645959,0.519485,-0.053354,0.681627,0.456183,-0.019012,0.67437,0.500362,-0.037502,0.665821,0.537152,-0.039295,0.666055,0.529211,-0.038402,0.707566,0.472003,-0.020622,0.700068,0.520757,-0.038347,0.689164,0.550894,-0.033411,0.688002,0.540931,-0.028131,0.730506,0.496834,-0.025143,0.722345,0.537655,-0.035733,0.710845,0.561786,-0.034089,0.707962,0.554445,-0.030973
si,0.687124,0.617206,-0.0,0.652953,0.601174,-0.026974,0.621504,0.571771,-0.045991,0.612459,0.548782,-0.060604,0.632283,0.546802,-0.070052,0.652639,0.469059,-0.032186,0.645551,0.51455,-0.050104,0.64343,0.547119,-0.056162,0.648263,0.544033,-0.060343,0.684654,0.470856,-0.028992,0.678479,0.531071,-0.046455,0.670062,0.561348,-0.047117,0.673263,0.552363,-0.046794,0.711996,0.488178,-0.028615,0.705426,0.550535,-0.045209,0.693659,0.574357,-0.040662,0.693851,0.562525,-0.036725,0.735381,0.513581,-0.031215,0.728466,0.56141,-0.041821,0.716962,0.582699,-0.041012,0.715136,0.574119,-0.039205
si,0.695248,0.633664,-0.0,0.661572,0.631383,-0.03043,0.628136,0.620182,-0.053385,0.618188,0.614001,-0.071636,0.632826,0.621863,-0.085253,0.654131,0.52058,-0.04257,0.651683,0.583176,-0.062166,0.64934,0.614011,-0.067631,0.653277,0.604714,-0.07159,0.687108,0.52011,-0.038574,0.682374,0.596418,-0.058272,0.672729,0.627964,-0.058081,0.674494,0.612554,-0.057526,0.715491,0.533812,-0.037018,0.7081,0.610371,-0.056678,0.694234,0.635725,-0.051899,0.690961,0.621166,-0.047461,0.73968,0.554805,-0.038493,0.731674,0.611138,-0.051778,0.717464,0.63127,-0.051399,0.710274,0.620258,-0.049671
si,0.683815,0.618429,-0.0,0.649465,0.592527,-0.023477,0.619529,0.546658,-0.037791,0.613822,0.508437,-0.049167,0.63537,0.504748,-0.055314,0.656909,0.458463,-0.021613,0.651063,0.474015,-0.0396,0.644851,0.510994,-0.045652,0.644279,0.517024,-0.049235,0.688449,0.456535,-0.019346,0.680413,0.497328,-0.037038,0.668932,0.535069,-0.037753,0.668651,0.529797,-0.036387,0.714954,0.473032,-0.020421,0.705971,0.52148,-0.037783,0.692006,0.551478,-0.03278,0.69041,0.541943,-0.027837,0.73747,0.499368,-0.024257,0.727526,0.539656,-0.035027,0.715473,0.56335,-0.033723,0.71437,0.556084,-0.03115
si,0.683645,0.592874,-0.0,0.645326,0.563611,-0.021068,0.61321,0.504947,-0.031434,0.604301,0.453643,-0.039818,0.620521,0.43477,-0.042924,0.642333,0.441727,-0.012076,0.637787,0.425369,-0.03239,0.636175,0.472894,-0.039913,0.641499,0.477986,-0.044552,0.672575,0.44242,-0.010104,0.664096,0.430326,-0.031206,0.657507,0.486964,-0.029465,0.661554,0.487111,-0.024407,0.699701,0.453202,-0.012748,0.688865,0.454999,-0.033043,0.677905,0.504437,-0.022525,0.68157,0.502555,-0.012132,0.723923,0.471279,-0.017823,0.70878,0.478618,-0.028675,0.699648,0.511965,-0.023737,0.705466,0.511237,-0.018517
si,0.677358,0.59795,-0.0,0.640094,0.569045,-0.021531,0.606365,0.511681,-0.032103,0.59383,0.461696,-0.040905,0.610895,0.443914,-0.044355,0.635238,0.443742,-0.009242,0.628061,0.433732,-0.030129,0.627028,0.478953,-0.038699,0.633752,0.479998,-0.044111,0.665172,0.442361,-0.007304,0.654298,0.438572,-0.029205,0.648184,0.493681,-0.027934,0.65327,0.490402,-0.022749,0.692385,0.452879,-0.01039,0.678592,0.46248,-0.030749,0.668861,0.510281,-0.020622,0.673868,0.505053,-0.010276,0.7167,0.471141,-0.016182,0.698339,0.486283,-0.026644,0.690056,0.518066,-0.02229,0.697262,0.513863,-0.017416
si,0.68181,0.61926,-0.0,0.64572,0.602166,-0.025857,0.611896,0.572962,-0.044528,0.599364,0.546819,-0.059402,0.618033,0.542124,-0.069066,0.641081,0.466575,-0.030176,0.633801,0.507161,-0.048053,0.631601,0.543199,-0.053667,0.635524,0.542182,-0.057265,0.67333,0.467755,-0.027528,0.665315,0.526184,-0.044948,0.657655,0.559654,-0.045562,0.660873,0.551589,-0.044912,0.7018,0.484814,-0.027642,0.693329,0.545592,-0.044746,0.682522,0.572832,-0.039858,0.682841,0.56274,-0.035283,0.726583,0.510053,-0.030554,0.718886,0.556313,-0.040932,0.708564,0.579285,-0.039109,0.70764,0.572086,-0.036243
